rating_id,trip_id,rider_rating_for_driver,driver_rating_for_rider,feedback_text
20138,20138,5,5,
20139,20139,5,3,
20140,20140,4,3,"Great ride, on time!"
20141,20141,4,5,
20142,20142,,,Smooth trip
20144,20144,5,4,
20145,20145,5,4,Excellent service
20147,20147,5,5,Took a longer route than expected
20148,20148,,,
20150,20150,4,5,Took a longer route than expected
20151,20151,5,5,"Great ride, on time!"
20153,20153,4,4,Driver was very polite
20154,20154,5,4,Car could be cleaner
20157,20157,4,4,Excellent service
20158,20158,4,4,Car could be cleaner
20159,20159,4,5,
20160,20160,5,5,A bit late to pickup
20162,20162,5,4,"Great ride, on time!"
20164,20164,4,4,
20165,20165,4,5,A bit late to pickup
20166,20166,5,4,A bit late to pickup
20167,20167,5,4,Excellent service
20168,20168,,,Took a longer route than expected
20169,20169,5,4,Excellent service
20170,20170,5,5,"Great ride, on time!"
20172,20172,,,
20173,20173,5,5,Driver was very polite
20174,20174,4,4,Took a longer route than expected
20175,20175,3,5,Driver was very polite
20176,20176,5,4,Car could be cleaner
20177,20177,5,4,"Great ride, on time!"
20179,20179,5,5,A bit late to pickup
20180,20180,5,5,A bit late to pickup
20181,20181,5,3,
20182,20182,4,5,"Great ride, on time!"
20184,20184,4,4,Took a longer route than expected
20185,20185,3,5,Took a longer route than expected
20187,20187,,,A bit late to pickup
20188,20188,,,Took a longer route than expected
20189,20189,5,4,Excellent service
20190,20190,4,4,Driver was very polite
20191,20191,5,5,Excellent service
20192,20192,5,4,
20194,20194,5,4,Took a longer route than expected
20195,20195,4,4,A bit late to pickup
20196,20196,5,3,Car could be cleaner
20199,20199,,,A bit late to pickup
20200,20200,,,Driver was very polite
20201,20201,4,4,Smooth trip
20202,20202,4,4,Car could be cleaner
20203,20203,5,5,Excellent service
20204,20204,5,5,Took a longer route than expected
20205,20205,5,5,Driver was very polite
20206,20206,3,5,"Great ride, on time!"
20207,20207,5,4,Smooth trip
20208,20208,,,
20209,20209,,,A bit late to pickup
20210,20210,,,
20213,20213,5,4,Smooth trip
20217,20217,5,5,A bit late to pickup
20220,20220,4,4,Driver was very polite
20221,20221,3,4,
20223,20223,3,5,Car could be cleaner
20226,20226,5,4,
20227,20227,3,4,
20228,20228,4,5,Driver was very polite
20230,20230,4,4,Driver was very polite
20231,20231,5,5,
20232,20232,4,4,Car could be cleaner
20234,20234,4,5,Car could be cleaner
20235,20235,4,5,Car could be cleaner
20236,20236,4,5,"Great ride, on time!"
20237,20237,5,5,A bit late to pickup
20238,20238,4,5,Took a longer route than expected
20239,20239,4,5,Took a longer route than expected
20240,20240,5,5,
20241,20241,4,5,Took a longer route than expected
20242,20242,4,3,
20243,20243,4,3,Smooth trip
20245,20245,5,4,
20246,20246,3,3,
20247,20247,5,5,
20248,20248,,,Driver was very polite
20249,20249,5,5,Smooth trip
20250,20250,4,4,Took a longer route than expected
20251,20251,4,5,"Great ride, on time!"
20252,20252,4,5,A bit late to pickup
20253,20253,4,5,Smooth trip
20254,20254,5,5,Took a longer route than expected
20255,20255,5,5,
20256,20256,4,4,Took a longer route than expected
20257,20257,5,5,"Great ride, on time!"
20259,20259,5,4,Driver was very polite
20260,20260,,,Smooth trip
20261,20261,4,4,Took a longer route than expected
20263,20263,4,4,
20264,20264,5,5,
20265,20265,4,5,Took a longer route than expected
20266,20266,5,4,"Great ride, on time!"
20267,20267,5,5,Driver was very polite
20268,20268,4,5,Car could be cleaner
20269,20269,4,5,Smooth trip
20270,20270,4,5,
20271,20271,4,4,
20272,20272,,,"Great ride, on time!"
20274,20274,4,5,
20275,20275,5,4,Smooth trip
20276,20276,4,4,
20277,20277,3,5,
20278,20278,5,5,A bit late to pickup
20279,20279,4,5,"Great ride, on time!"
20281,20281,5,5,
20282,20282,5,5,
20284,20284,5,5,Driver was very polite
20286,20286,,,Excellent service
20287,20287,4,4,Excellent service
20289,20289,5,5,Driver was very polite
20290,20290,4,5,Driver was very polite
20291,20291,3,5,
20292,20292,,,
20294,20294,,,
20295,20295,5,4,"Great ride, on time!"
20296,20296,,,Car could be cleaner
20299,20299,,,Excellent service
20300,20300,4,4,Excellent service
20301,20301,4,4,"Great ride, on time!"
20303,20303,5,4,"Great ride, on time!"
20304,20304,3,4,Took a longer route than expected
20305,20305,4,5,Excellent service
20307,20307,4,5,Took a longer route than expected
20308,20308,5,5,A bit late to pickup
20309,20309,4,4,Car could be cleaner
20311,20311,4,4,Took a longer route than expected
20312,20312,4,3,
20314,20314,5,5,Driver was very polite
20315,20315,5,4,Car could be cleaner
20316,20316,5,5,
20317,20317,5,4,"Great ride, on time!"
20320,20320,5,5,
20322,20322,4,5,
20323,20323,4,5,A bit late to pickup
20324,20324,5,5,Smooth trip
20327,20327,5,4,
20328,20328,3,4,"Great ride, on time!"
20330,20330,4,3,
20331,20331,4,5,
20332,20332,4,4,
20333,20333,4,4,Excellent service
20334,20334,3,4,
20335,20335,,,A bit late to pickup
20336,20336,4,5,Car could be cleaner
20337,20337,3,4,Driver was very polite
20338,20338,,,Car could be cleaner
20339,20339,5,4,Smooth trip
20340,20340,5,4,Smooth trip
20341,20341,5,4,Driver was very polite
20342,20342,5,5,Driver was very polite
20343,20343,4,5,"Great ride, on time!"
20344,20344,4,4,Excellent service
20345,20345,5,5,A bit late to pickup
20346,20346,5,4,
20347,20347,4,4,Car could be cleaner
20348,20348,5,4,Excellent service
20349,20349,5,5,"Great ride, on time!"
20350,20350,5,5,
20351,20351,,,
20352,20352,5,5,Driver was very polite
20354,20354,,,Car could be cleaner
20355,20355,4,4,Driver was very polite
20359,20359,3,5,
20360,20360,5,4,A bit late to pickup
20361,20361,,,"Great ride, on time!"
20362,20362,5,5,"Great ride, on time!"
20363,20363,4,5,Driver was very polite
20364,20364,5,5,Smooth trip
20365,20365,4,5,
20367,20367,5,4,Driver was very polite
20369,20369,4,5,Smooth trip
20370,20370,5,5,
20371,20371,3,4,
20372,20372,,,
20375,20375,5,5,
20376,20376,4,5,Driver was very polite
20377,20377,,,Took a longer route than expected
20378,20378,5,5,Smooth trip
20382,20382,3,5,A bit late to pickup
20383,20383,4,5,A bit late to pickup
20384,20384,5,5,Smooth trip
20385,20385,,,
20386,20386,3,5,
20387,20387,5,4,"Great ride, on time!"
20388,20388,4,5,
20389,20389,5,5,
20390,20390,5,5,
20392,20392,4,4,"Great ride, on time!"
20394,20394,5,4,"Great ride, on time!"
20395,20395,4,4,Car could be cleaner
20396,20396,4,5,
20398,20398,4,4,Driver was very polite
20399,20399,4,5,
20401,20401,5,5,Took a longer route than expected
20402,20402,4,5,"Great ride, on time!"
20403,20403,5,4,Car could be cleaner
20404,20404,4,4,A bit late to pickup
20405,20405,4,5,Driver was very polite
20406,20406,4,5,
20408,20408,,,Smooth trip
20409,20409,4,5,Excellent service
20410,20410,5,4,Took a longer route than expected
20411,20411,3,4,
20413,20413,4,4,Car could be cleaner
20414,20414,5,5,
20415,20415,,,Car could be cleaner
20416,20416,5,4,"Great ride, on time!"
20417,20417,4,5,
20418,20418,4,4,
20419,20419,5,5,Took a longer route than expected
20420,20420,4,5,A bit late to pickup
20421,20421,3,4,Smooth trip
20423,20423,4,5,Car could be cleaner
20424,20424,5,3,Smooth trip
20425,20425,,,Smooth trip
20426,20426,5,4,A bit late to pickup
20428,20428,,,Driver was very polite
20429,20429,4,5,
20430,20430,5,4,Took a longer route than expected
20431,20431,4,3,Driver was very polite
20434,20434,4,4,
20435,20435,,,
20436,20436,3,4,Smooth trip
20438,20438,5,5,
20439,20439,5,5,
20440,20440,4,5,Excellent service
20441,20441,5,5,Took a longer route than expected
20442,20442,3,4,
20443,20443,5,4,Smooth trip
20444,20444,3,5,
20445,20445,,,A bit late to pickup
20446,20446,,,
20447,20447,5,4,A bit late to pickup
20448,20448,,,Excellent service
20449,20449,,,"Great ride, on time!"
20450,20450,,,
20452,20452,4,5,
20453,20453,4,4,
20456,20456,4,5,Excellent service
20457,20457,5,4,Car could be cleaner
20460,20460,5,4,"Great ride, on time!"
20461,20461,3,5,A bit late to pickup
20462,20462,,,
20463,20463,5,4,Car could be cleaner
20464,20464,,,Smooth trip
20465,20465,5,3,Excellent service
20467,20467,5,5,Took a longer route than expected
20469,20469,,,Car could be cleaner
20470,20470,3,3,
20472,20472,,,
20473,20473,3,4,Car could be cleaner
20474,20474,4,5,Took a longer route than expected
20475,20475,5,4,Smooth trip
20476,20476,4,4,
20478,20478,4,4,
20479,20479,5,5,
20480,20480,4,4,
20481,20481,5,5,Smooth trip
20482,20482,5,5,Smooth trip
20483,20483,5,4,
20484,20484,4,5,
20486,20486,5,4,A bit late to pickup
20488,20488,4,5,"Great ride, on time!"
20489,20489,5,4,A bit late to pickup
20490,20490,5,4,Took a longer route than expected
20491,20491,4,5,Smooth trip
20492,20492,5,5,"Great ride, on time!"
20493,20493,4,4,
20494,20494,5,4,Smooth trip
20496,20496,5,5,
20497,20497,4,5,
20498,20498,,,Driver was very polite
20500,20500,4,4,Excellent service
20501,20501,4,5,
20503,20503,3,4,
20504,20504,5,5,A bit late to pickup
20506,20506,5,4,
20507,20507,,,Took a longer route than expected
20508,20508,4,5,
20510,20510,5,5,
20511,20511,5,5,Took a longer route than expected
20513,20513,5,4,Driver was very polite
20514,20514,3,4,"Great ride, on time!"
20515,20515,5,4,A bit late to pickup
20516,20516,4,5,
20517,20517,5,5,
20518,20518,,,A bit late to pickup
20519,20519,5,5,
20520,20520,4,5,Smooth trip
20521,20521,5,4,Took a longer route than expected
20522,20522,5,4,Took a longer route than expected
20524,20524,4,4,A bit late to pickup
20525,20525,,,Driver was very polite
20527,20527,5,5,
20528,20528,4,4,Driver was very polite
20529,20529,4,4,Excellent service
20530,20530,4,5,Car could be cleaner
20531,20531,5,4,A bit late to pickup
20534,20534,5,4,Driver was very polite
20535,20535,5,4,Smooth trip
20537,20537,,,Excellent service
20538,20538,,,A bit late to pickup
20539,20539,4,5,
20540,20540,4,4,Driver was very polite
20541,20541,5,5,Excellent service
20542,20542,4,5,
20543,20543,2,4,
20545,20545,5,5,"Great ride, on time!"
20546,20546,4,5,"Great ride, on time!"
20547,20547,4,4,Excellent service
20548,20548,4,4,Took a longer route than expected
20549,20549,,,Smooth trip
20550,20550,,,"Great ride, on time!"
20551,20551,5,4,
20552,20552,3,4,
20554,20554,4,5,Driver was very polite
20555,20555,,,Driver was very polite
20556,20556,4,4,
20557,20557,5,4,Excellent service
20558,20558,4,5,A bit late to pickup
20559,20559,4,5,A bit late to pickup
20560,20560,,,Took a longer route than expected
20561,20561,,,Driver was very polite
20562,20562,5,4,Excellent service
20563,20563,,,Took a longer route than expected
20564,20564,4,5,Car could be cleaner
20565,20565,4,5,"Great ride, on time!"
20566,20566,4,5,
20567,20567,5,5,Driver was very polite
20568,20568,4,4,Excellent service
20569,20569,4,5,
20570,20570,,,A bit late to pickup
20571,20571,5,4,
20572,20572,4,5,Driver was very polite
20573,20573,5,5,"Great ride, on time!"
20574,20574,5,3,Excellent service
20575,20575,4,5,Car could be cleaner
20576,20576,,,Car could be cleaner
20577,20577,5,5,Smooth trip
20578,20578,5,4,
20580,20580,4,4,A bit late to pickup
20581,20581,4,4,Driver was very polite
20583,20583,4,4,
20584,20584,5,4,
20586,20586,5,5,Car could be cleaner
20588,20588,,,"Great ride, on time!"
20589,20589,4,5,
20590,20590,5,4,Excellent service
20591,20591,4,5,A bit late to pickup
20592,20592,5,4,
20593,20593,5,5,Excellent service
20596,20596,4,4,Driver was very polite
20598,20598,5,5,Car could be cleaner
20599,20599,4,4,Car could be cleaner
20600,20600,5,5,Took a longer route than expected
20601,20601,5,4,Smooth trip
20602,20602,4,4,Took a longer route than expected
20603,20603,4,4,Smooth trip
20604,20604,4,4,Excellent service
20605,20605,,,Excellent service
20606,20606,,,
20607,20607,4,4,Driver was very polite
20609,20609,3,4,"Great ride, on time!"
20611,20611,,,
20612,20612,4,4,Excellent service
20613,20613,5,4,Took a longer route than expected
20614,20614,4,5,"Great ride, on time!"
20615,20615,4,4,Excellent service
20616,20616,4,5,A bit late to pickup
20618,20618,4,4,Smooth trip
20620,20620,4,4,
20622,20622,3,3,Smooth trip
20623,20623,5,5,
20624,20624,5,5,Car could be cleaner
20625,20625,5,5,Excellent service
20626,20626,4,5,
20627,20627,5,4,A bit late to pickup
20629,20629,,,Excellent service
20630,20630,5,4,
20631,20631,5,3,"Great ride, on time!"
20633,20633,5,5,"Great ride, on time!"
20635,20635,4,5,"Great ride, on time!"
20636,20636,,,"Great ride, on time!"
20637,20637,4,5,Took a longer route than expected
20638,20638,5,5,
20639,20639,5,5,A bit late to pickup
20640,20640,3,5,Took a longer route than expected
20641,20641,4,5,Driver was very polite
20643,20643,3,5,A bit late to pickup
20644,20644,5,4,
20645,20645,4,4,Smooth trip
20646,20646,4,4,A bit late to pickup
20647,20647,4,4,"Great ride, on time!"
20648,20648,,,
20649,20649,5,4,"Great ride, on time!"
20650,20650,4,4,Driver was very polite
20653,20653,5,5,Car could be cleaner
20655,20655,4,4,
20656,20656,5,5,
20657,20657,4,3,"Great ride, on time!"
20658,20658,4,5,Took a longer route than expected
20659,20659,5,5,
20660,20660,4,4,
20662,20662,5,5,Car could be cleaner
20663,20663,4,5,Smooth trip
20665,20665,3,4,Car could be cleaner
20666,20666,5,5,"Great ride, on time!"
20667,20667,4,4,Took a longer route than expected
20668,20668,4,5,Car could be cleaner
20670,20670,4,4,"Great ride, on time!"
20671,20671,4,5,
20672,20672,5,5,Excellent service
20673,20673,,,Smooth trip
20674,20674,,,Car could be cleaner
20676,20676,5,5,A bit late to pickup
20677,20677,5,4,
20678,20678,,,
20679,20679,5,4,Car could be cleaner
20680,20680,4,5,Took a longer route than expected
20681,20681,,,Car could be cleaner
20682,20682,5,5,
20683,20683,5,5,Excellent service
20685,20685,5,5,"Great ride, on time!"
20686,20686,4,4,Driver was very polite
20687,20687,5,5,
20689,20689,,,
20690,20690,5,4,Smooth trip
20692,20692,,,Car could be cleaner
20693,20693,4,5,Driver was very polite
20694,20694,5,4,A bit late to pickup
20695,20695,4,4,Excellent service
20699,20699,4,4,Car could be cleaner
20700,20700,5,5,Took a longer route than expected
20701,20701,5,4,A bit late to pickup
20702,20702,4,5,
20703,20703,,,A bit late to pickup
20704,20704,5,4,Took a longer route than expected
20706,20706,,,Smooth trip
20707,20707,4,5,Car could be cleaner
20709,20709,4,5,Smooth trip
20710,20710,5,5,Took a longer route than expected
20711,20711,4,5,
20712,20712,4,4,
20714,20714,4,4,Car could be cleaner
20715,20715,4,5,
20718,20718,4,5,
20720,20720,4,4,Driver was very polite
20721,20721,5,5,
20722,20722,3,4,Excellent service
20723,20723,3,3,Took a longer route than expected
20724,20724,5,5,Smooth trip
20725,20725,5,5,
20726,20726,,,Took a longer route than expected
20727,20727,,,"Great ride, on time!"
20728,20728,4,4,Took a longer route than expected
20729,20729,5,5,Excellent service
20730,20730,5,5,Car could be cleaner
20731,20731,5,5,
20734,20734,4,4,Excellent service
20735,20735,,,Excellent service
20736,20736,4,4,Driver was very polite
20737,20737,4,5,Took a longer route than expected
20738,20738,4,5,A bit late to pickup
20740,20740,4,3,Car could be cleaner
20741,20741,5,5,Car could be cleaner
20742,20742,4,4,"Great ride, on time!"
20744,20744,4,5,Smooth trip
20745,20745,3,5,Smooth trip
20746,20746,5,4,
20749,20749,4,3,
20750,20750,4,4,Took a longer route than expected
20751,20751,4,4,Excellent service
20756,20756,4,5,Driver was very polite
20757,20757,5,5,Driver was very polite
20758,20758,5,4,A bit late to pickup
20759,20759,4,4,
20760,20760,5,3,
20761,20761,,,Smooth trip
20762,20762,4,4,Took a longer route than expected
20764,20764,,,Car could be cleaner
20769,20769,,,
20770,20770,4,5,
20772,20772,5,4,
20774,20774,5,5,Car could be cleaner
20775,20775,4,5,Driver was very polite
20776,20776,,,Excellent service
20777,20777,5,4,Took a longer route than expected
20779,20779,4,4,"Great ride, on time!"
20780,20780,4,5,
20781,20781,5,3,"Great ride, on time!"
20782,20782,,,"Great ride, on time!"
20783,20783,,,Driver was very polite
20784,20784,5,5,Car could be cleaner
20785,20785,5,4,
20786,20786,4,5,Smooth trip
20787,20787,4,4,"Great ride, on time!"
20788,20788,2,4,
20791,20791,4,5,A bit late to pickup
20793,20793,5,4,Car could be cleaner
20794,20794,,,Driver was very polite
20795,20795,4,5,
20797,20797,3,5,Car could be cleaner
20798,20798,3,4,
20799,20799,4,5,Driver was very polite
20800,20800,5,5,Took a longer route than expected
20801,20801,4,5,Driver was very polite
20802,20802,4,4,
20803,20803,4,4,Excellent service
20804,20804,4,4,
20805,20805,5,5,
20806,20806,,,A bit late to pickup
20807,20807,5,4,"Great ride, on time!"
20808,20808,5,4,
20810,20810,4,5,Driver was very polite
20811,20811,4,5,"Great ride, on time!"
20813,20813,5,4,
20814,20814,5,5,
20815,20815,,,A bit late to pickup
20816,20816,,,Excellent service
20817,20817,4,5,A bit late to pickup
20818,20818,4,4,
20819,20819,,,"Great ride, on time!"
20820,20820,4,5,Excellent service
20821,20821,3,5,Smooth trip
20822,20822,5,5,Excellent service
20823,20823,4,4,
20824,20824,4,4,Excellent service
20828,20828,5,5,Took a longer route than expected
20829,20829,5,5,"Great ride, on time!"
20831,20831,5,5,Excellent service
20832,20832,3,4,Took a longer route than expected
20834,20834,4,3,Smooth trip
20836,20836,5,5,"Great ride, on time!"
20837,20837,5,5,Excellent service
20838,20838,5,5,Smooth trip
20839,20839,4,5,Excellent service
20840,20840,4,4,
20841,20841,4,5,A bit late to pickup
20842,20842,,,"Great ride, on time!"
20843,20843,4,4,A bit late to pickup
20844,20844,4,5,
20845,20845,5,4,
20846,20846,4,5,Excellent service
20847,20847,4,5,Car could be cleaner
20848,20848,,,"Great ride, on time!"
20849,20849,4,4,Smooth trip
20851,20851,3,5,Excellent service
20852,20852,5,5,Driver was very polite
20854,20854,4,5,
20857,20857,4,4,Took a longer route than expected
